"","�..Tipo","Bairro","Quartos","Vagas","Suites","Area","Valor","Condominio","IPTU"
"4879","Apartamento","Ipanema",2,1,1,100,7500,2495,NA
"4880","Conjunto Comercial/Sala","Centro",0,0,0,200,3000,2120,357
"4881","Apartamento","Barra da Tijuca",3,2,1,165,5000,1200,500
"4882","Conjunto Comercial/Sala","Pilares",0,1,0,25,500,470,NA
"4883","Casa","Campo Grande",2,1,0,90,1500,NA,NA
"4884","Loft","Barra da Tijuca",1,2,1,100,2200,1441,348
"4885","Apartamento","Praça Seca",2,1,1,58,1100,490,70
"4886","Apartamento","Recreio dos Bandeirantes",3,2,1,80,2300,350,NA
"4887","Quitinete","Botafogo",1,0,0,31,2100,341,53
"4888","Loja/Salão","Benfica",0,0,0,112,1500,1775,NA
"4889","Apartamento","Barra da Tijuca",2,1,0,58,1600,728,100
"4890","Apartamento","Lagoa",3,1,3,170,10000,1200,450
"4891","Apartamento","Pavuna",2,1,0,40,750,100,NA
"4892","Conjunto Comercial/Sala","Centro",0,0,0,195,4000,4576,1221
"4893","Casa de Condomínio","Barra da Tijuca",4,2,1,350,7500,957,NA
"4894","Conjunto Comercial/Sala","Centro",0,0,0,150,4500,2000,700
"4895","Casa Comercial","Campo Grande",0,0,0,300,12000,NA,NA
"4896","Apartamento","Leblon",4,2,2,160,12000,2900,590
"4897","Apartamento","Leblon",2,2,2,80,6000,1800,NA
"4898","Apartamento","Barra da Tijuca",3,2,1,127,3800,1570,302
"4899","Casa de Condomínio","Vargem Grande",1,1,0,35,800,250,NA
"4900","Apartamento","Barra da Tijuca",3,3,3,268,8000,3300,689
"4901","Apartamento","Recreio dos Bandeirantes",3,2,1,109,2400,470,NA
"4902","Loja/Salão","Centro",0,0,0,186,6000,NA,NA
"4903","Conjunto Comercial/Sala","Botafogo",0,15,0,650,55250,15502,5187
"4904","Apartamento","Jardim Botânico",2,1,0,92,4600,800,200
"4905","Apartamento","Recreio dos Bandeirantes",2,1,1,65,2000,680,100
"4906","Conjunto Comercial/Sala","Tijuca",2,0,0,42,1300,600,173
"4907","Apartamento","Andaraí",2,0,0,76,1200,250,NA
"4908","Casa","Vila Isabel",3,0,0,100,3000,NA,2190
"4909","Apartamento","Copacabana",4,1,1,260,13000,1000,250
"4910","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,25,800,400,NA
"4911","Casa","Barra da Tijuca",4,3,1,350,7500,970,635
"4912","Apartamento","Copacabana",3,2,1,200,6000,1100,200
"4913","Flat","Leblon",2,1,1,110,6000,3978,307
"4914","Conjunto Comercial/Sala","Tauá",0,0,0,36,580,250,75
"4915","Apartamento","Botafogo",2,0,0,91,2800,350,NA
"4916","Apartamento","Barra da Tijuca",3,3,1,236,9000,4489,1051
"4917","Apartamento","São Conrado",2,2,1,85,2500,1162,193
"4918","Apartamento","Campo Grande",2,1,0,65,800,330,NA
"4919","Apartamento","Gávea",3,1,1,113,4800,1750,180
"4920","Apartamento","Recreio dos Bandeirantes",2,1,1,50,1600,783,106
"4921","Conjunto Comercial/Sala","Centro",0,0,0,42,2000,1109,NA
"4922","Apartamento","Ipanema",2,3,1,100,5800,3900,450
"4923","Apartamento","Recreio dos Bandeirantes",3,2,2,301,4000,700,NA
"4924","Apartamento","Barra da Tijuca",1,2,1,124,3000,982,316
"4925","Apartamento","Botafogo",3,1,0,101,3200,991,149
"4926","Apartamento","Barra da Tijuca",2,1,1,76,1900,1400,NA
"4927","Apartamento","Ipanema",2,1,1,70,5000,2650,NA
"4928","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,50,1700,1170,NA
"4929","Apartamento","Bonsucesso",2,1,0,60,1300,200,NA
"4930","Apartamento","Recreio dos Bandeirantes",2,1,1,72,1900,650,100
"4931","Apartamento","Barra da Tijuca",4,2,1,235,4200,2539,NA
"4932","Casa","Campo Grande",2,0,0,70,900,NA,30
"4933","Apartamento","Leme",1,0,0,60,2200,600,76
"4934","Conjunto Comercial/Sala","Botafogo",0,15,0,650,55250,22750,6344
"4935","Apartamento","Vila da Penha",2,1,0,80,1100,380,NA
"4936","Apartamento","Copacabana",3,1,1,159,3800,1550,3000
"4937","Prédio Inteiro","Leblon",0,0,0,652,50000,NA,6500
"4938","Apartamento","Centro",1,1,0,51,1500,405,40
"4939","Apartamento","Taquara",2,0,2,65,1100,30,NA
"4940","Apartamento","Tijuca",2,0,0,80,1900,700,NA
"4941","Conjunto Comercial/Sala","Copacabana",0,0,0,31,700,523,100
"4942","Apartamento","Copacabana",3,1,2,156,7000,1050,278
"4943","Apartamento","Catete",3,0,0,95,2200,1043,96
"4944","Apartamento","Tijuca",3,2,0,104,2500,1238,164
"4945","Apartamento","Barra da Tijuca",2,1,1,70,1600,900,NA
"4946","Apartamento","Ipanema",3,2,3,230,24000,2400,950
"4947","Apartamento","Tijuca",2,1,0,68,1350,670,74
"4948","Apartamento","Recreio dos Bandeirantes",2,1,1,75,1750,790,110
"4949","Apartamento","Ipanema",3,0,1,110,5500,1200,3900
"4950","Apartamento","Copacabana",1,0,1,30,1300,630,NA
"4951","Apartamento","Tijuca",2,1,1,76,2500,930,92
"4952","Apartamento","Recreio dos Bandeirantes",3,3,3,180,2800,1130,494
"4953","Conjunto Comercial/Sala","Centro",0,0,0,35,600,488,84
"4954","Apartamento","Barra da Tijuca",3,2,0,150,5500,2700,300
"4955","Apartamento","Jardim Sulacap",2,0,0,58,1000,366,NA
"4956","Apartamento","Leblon",3,0,0,120,3600,950,207
"4957","Apartamento","Barra da Tijuca",4,3,3,160,8600,2300,250
"4958","Apartamento","Recreio dos Bandeirantes",2,1,1,78,2300,NA,NA
"4959","Apartamento","Bonsucesso",2,0,0,90,1200,270,NA
"4960","Apartamento","Flamengo",3,1,0,123,2800,942,173
"4961","Casa","Itanhangá",5,0,5,240,5000,NA,NA
"4962","Apartamento","Barra da Tijuca",4,2,4,230,8000,2800,430
"4963","Apartamento","Recreio dos Bandeirantes",2,1,1,64,1500,580,NA
"4964","Conjunto Comercial/Sala","Centro",0,0,0,490,8900,7860,1521
"4965","Apartamento","Copacabana",2,0,0,72,3000,995,105
"4966","Galpão/Depósito/Armazém","Maria da Graça",0,0,0,1000,8900,NA,500
"4967","Apartamento","Vista Alegre",2,1,1,85,1300,500,NA
"4968","Apartamento","Barra da Tijuca",4,2,1,190,7000,2200,660
"4969","Apartamento","Vila da Penha",2,1,0,48,1000,250,NA
"4970","Apartamento","Vila Isabel",2,1,0,60,1600,754,23
"4971","Conjunto Comercial/Sala","Maracanã",0,0,0,70,2990,NA,196
"4972","Apartamento","Copacabana",4,2,1,260,10000,1614,520
"4973","Apartamento","Sampaio",1,0,0,51,800,205,NA
"4974","Apartamento","Laranjeiras",3,1,0,120,3300,1180,NA
"4975","Apartamento","Ipanema",2,1,0,45,3000,500,30
"4976","Apartamento","Leme",2,0,0,75,2700,878,NA
"4977","Conjunto Comercial/Sala","Jacarepaguá",0,1,0,28,450,672,52
"4978","Conjunto Comercial/Sala","Barra da Tijuca",0,10,0,356,20000,13633,1889
"4979","Conjunto Comercial/Sala","Centro",0,0,0,22,1200,585,NA
"4980","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,126,5791,2555,8730
"4981","Loja/Salão","Leblon",0,3,0,140,26000,5500,NA
"4982","Flat","Ipanema",1,1,1,46,4000,NA,NA
"4983","Apartamento","São Francisco Xavier",2,2,0,74,1100,750,13
"4984","Apartamento","Tijuca",3,1,0,70,1700,790,113
"4985","Apartamento","Lagoa",3,1,0,94,4000,1000,252
"4986","Apartamento","Vila Isabel",1,0,0,41,1200,450,NA
"4987","Apartamento","Recreio dos Bandeirantes",2,1,1,60,1700,490,NA
"4988","Quitinete","Centro",0,0,0,26,950,315,21
"4989","Apartamento","Ipanema",2,2,2,85,7000,2050,308
"4990","Conjunto Comercial/Sala","Vila da Penha",0,1,0,25,600,523,2
"4991","Conjunto Comercial/Sala","Centro",0,0,0,320,15000,4400,NA
"4992","Apartamento","Ipanema",3,1,2,242,9999,NA,9925
"4993","Apartamento","Copacabana",4,2,4,420,25000,2000,1200
"4994","Conjunto Comercial/Sala","Centro",0,0,0,20,8769,NA,NA
"4995","Apartamento","Madureira",1,1,1,133,1400,NA,NA
"4996","Conjunto Comercial/Sala","Botafogo",0,4,0,197,22000,7306,1333
"4997","Galpão/Depósito/Armazém","Taquara",0,0,0,140,4900,1200,NA
"4998","Loja Shopping/ Ct Comercial","Gávea",0,0,0,55,13000,1203,5287
"4999","Quitinete","Copacabana",1,0,0,35,2500,500,40
"5000","Conjunto Comercial/Sala","Bonsucesso",1,0,0,25,500,NA,NA
"5001","Casa Comercial","Botafogo",0,2,0,500,12000,NA,2543
"5002","Apartamento","Recreio dos Bandeirantes",3,1,1,80,2500,830,100
"5003","Apartamento","Barra da Tijuca",3,2,1,212,5500,1200,682
"5004","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,27,1000,380,167
"5005","Apartamento","Flamengo",3,1,2,120,5000,881,1610
"5006","Prédio Inteiro","Centro",0,0,0,357,11500,NA,NA
"5007","Conjunto Comercial/Sala","Centro",0,0,0,34,500,628,96
"5008","Conjunto Comercial/Sala","Centro",0,0,0,194,6000,5023,439
"5009","Conjunto Comercial/Sala","Santo Cristo",0,0,0,110,3300,1100,NA
"5010","Apartamento","Copacabana",1,0,0,45,1900,670,30
"5011","Conjunto Comercial/Sala","Centro",0,6,0,1959,146925,33303,6758
"5012","Apartamento","Maracanã",3,1,2,109,3000,1100,190
"5013","Conjunto Comercial/Sala","Tijuca",0,1,0,30,750,500,84
"5014","Apartamento","Copacabana",1,0,0,40,1500,340,71
"5015","Apartamento","Tijuca",1,0,0,51,1200,670,NA
"5016","Apartamento","Recreio dos Bandeirantes",3,2,1,120,1900,670,315
"5017","Quitinete","Botafogo",1,0,0,24,1100,520,NA
"5018","Apartamento","Barra da Tijuca",4,3,2,330,12000,4700,1708
"5019","Conjunto Comercial/Sala","Barra da Tijuca",0,6,0,308,17000,6200,1300
"5020","Apartamento","Recreio dos Bandeirantes",4,2,3,161,5000,900,NA
"5021","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,42,3000,700,1775
"5022","Apartamento","Botafogo",3,2,3,164,12500,1700,300
"5023","Apartamento","Barra da Tijuca",3,2,1,140,4500,1600,3580
"5024","Apartamento","Ipanema",3,2,1,180,8500,1716,820
"5025","Apartamento","Maracanã",1,1,0,59,1500,410,NA
"5026","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,100,4900,2950,560
"5027","Flat","Copacabana",1,1,0,60,890,1800,150
"5028","Apartamento","Freguesia (Jacarepaguá)",3,1,1,95,1600,840,226
"5029","Apartamento","Lins de Vasconcelos",1,1,0,60,800,460,250
"5030","Apartamento","Vila Kosmos",3,1,0,85,1500,NA,NA
"5031","Apartamento","Copacabana",2,1,0,90,3400,NA,NA
"5032","Apartamento","Praça da Bandeira",2,0,0,57,1300,377,33
"5033","Conjunto Comercial/Sala","Barra da Tijuca",0,24,0,770,50000,29000,NA
"5034","Loja/Salão","Freguesia (Jacarepaguá)",0,1,0,59,4000,930,249
"5035","Casa de Vila","Ramos",0,0,0,20,600,NA,NA
"5036","Conjunto Comercial/Sala","Pechincha",0,1,0,23,600,430,NA
"5037","Conjunto Comercial/Sala","Recreio dos Bandeirantes",0,1,0,23,1000,575,NA
"5038","Conjunto Comercial/Sala","Ipanema",0,0,0,100,17000,NA,NA
"5039","Conjunto Comercial/Sala","Centro",0,0,0,150,9000,5452,1215
"5040","Apartamento","Copacabana",3,1,0,130,3100,1300,NA
"5041","Loja/Salão","Centro",0,0,0,226,12000,NA,667
"5042","Apartamento","Leblon",1,0,0,65,3600,600,120
"5043","Conjunto Comercial/Sala","Ipanema",0,1,0,115,10000,3235,624
"5044","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,75,3100,1680,180
"5045","Apartamento","Oswaldo Cruz",2,1,1,84,950,320,NA
"5046","Apartamento","Barra da Tijuca",3,3,1,230,16500,NA,NA
"5047","Loja/Salão","Barra da Tijuca",0,1,0,110,2800,1680,1100
"5048","Apartamento","Copacabana",3,1,1,200,12000,NA,NA
"5049","Loja/Salão","São Conrado",0,1,0,80,5000,1000,NA
"5050","Conjunto Comercial/Sala","Centro",0,0,0,212,8000,3500,1200
"5051","Apartamento","Tijuca",2,1,0,88,1200,640,NA
"5052","Flat","Barra da Tijuca",1,2,1,110,3500,1700,200
"5053","Conjunto Comercial/Sala","Botafogo",0,4,0,242,15000,9495,1711
"5054","Apartamento","Ipanema",2,1,0,70,4000,614,150
"5055","Apartamento","Recreio dos Bandeirantes",2,2,1,90,2000,820,222
"5056","Apartamento","Pechincha",2,1,0,55,1150,630,10
"5057","Apartamento","Copacabana",4,1,4,240,7000,2300,500
"5058","Apartamento","Recreio dos Bandeirantes",3,1,1,87,3000,600,190
"5059","Apartamento","Copacabana",3,0,0,110,3000,1000,20
"5060","Conjunto Comercial/Sala","Centro",0,0,0,50,790,300,83
"5061","Apartamento","Jacarepaguá",2,1,1,70,2400,950,128
"5062","Loja/Salão","Taquara",0,1,0,129,8200,NA,NA
"5063","Apartamento","Botafogo",3,1,0,93,3200,750,122
"5064","Apartamento","Moneró",1,1,0,47,1200,290,49
"5065","Conjunto Comercial/Sala","Castelo",0,0,0,35,700,290,50
"5066","Apartamento","Copacabana",1,0,0,34,1400,470,55
"5067","Apartamento","Tijuca",3,1,0,95,2300,710,NA
"5068","Galpão/Depósito/Armazém","Bonsucesso",0,0,0,720,3500,NA,NA
"5069","Conjunto Comercial/Sala","Centro",0,0,0,78,1500,650,240
"5070","Conjunto Comercial/Sala","Barra da Tijuca",0,1,0,36,1300,731,250
"5071","Quitinete","Copacabana",1,1,0,42,1850,500,70
"5072","Apartamento","Flamengo",3,1,1,205,7000,1550,NA
"5073","Apartamento","Pechincha",2,1,0,66,1300,450,510
"5074","Conjunto Comercial/Sala","Cinelândia",0,0,0,80,3500,810,250
"5075","Loja/Salão","Campo Grande",0,2,0,133,2500,NA,172
"5076","Casa","Praça Seca",3,4,1,316,1950,NA,187
"5077","Conjunto Comercial/Sala","São Conrado",0,3,0,100,11000,2051,456
"5078","Loja/Salão","Barra da Tijuca",0,1,0,31,2100,700,NA
"5079","Loja/Salão","Botafogo",0,0,0,1950,250000,NA,NA
"5080","Apartamento","Rio Comprido",2,0,0,68,1000,580,15
"5081","Loja/Salão","Ipanema",0,0,0,30,1500,680,174
"5082","Apartamento","São Conrado",5,3,5,550,15000,11860,3633
"5083","Apartamento","Recreio dos Bandeirantes",3,2,1,280,3000,690,950
"5084","Apartamento","Copacabana",1,0,0,30,1400,430,30
"5085","Conjunto Comercial/Sala","Centro",0,0,0,150,10000,1300,575
"5086","Apartamento","Botafogo",3,1,1,110,5000,991,218
"5087","Apartamento","Barra da Tijuca",2,1,1,70,5000,2700,258
"5088","Apartamento","Botafogo",2,1,0,70,2500,NA,NA
"5089","Apartamento","Copacabana",3,1,0,120,6000,730,NA
"5090","Apartamento","Barra da Tijuca",2,1,2,74,2300,1350,NA
"5091","Conjunto Comercial/Sala","Botafogo",0,14,0,648,73000,25166,NA
"5092","Apartamento","Lins de Vasconcelos",2,1,1,145,2200,581,22
"5093","Apartamento","Gardênia Azul",1,0,0,35,650,NA,NA
"5094","Quitinete","Centro",0,0,0,20,950,240,20
"5095","Apartamento","Centro",1,0,1,40,950,350,24
"5096","Apartamento","Freguesia (Jacarepaguá)",2,1,0,68,1200,582,62
"5097","Conjunto Comercial/Sala","Centro",0,0,0,432,12000,7808,2350
"5098","Apartamento","Ipanema",4,3,2,200,12000,1950,628
"5099","Casa Comercial","Botafogo",0,2,0,261,18000,NA,1609
"5100","Conjunto Comercial/Sala","Tijuca",0,1,0,54,2500,795,60
"5101","Apartamento","Recreio dos Bandeirantes",3,2,1,113,2500,560,243
"5102","Casa Comercial","Centro",0,0,0,330,5900,NA,4445
"5103","Apartamento","Barra da Tijuca",4,2,1,120,3000,1600,241
"5104","Casa de Condomínio","Botafogo",3,0,2,150,5400,400,200
"5105","Apartamento","Lapa",2,0,0,60,2400,700,NA
"5106","Apartamento","Curicica",2,1,0,50,1200,400,NA
"5107","Conjunto Comercial/Sala","Centro",0,0,0,154,2911,1265,663
"5108","Apartamento","Barra da Tijuca",2,1,0,51,1290,500,13
"5109","Apartamento","Barra da Tijuca",4,3,4,265,12000,5500,800
"5110","Apartamento","Barra da Tijuca",3,3,3,200,6000,2400,720
"5111","Apartamento","Barra da Tijuca",3,3,3,203,5500,2800,700
"5112","Casa de Condomínio","Recreio dos Bandeirantes",5,2,5,290,4000,1100,NA
"5113","Conjunto Comercial/Sala","Botafogo",0,1,0,4,2200,1026,600
"5114","Apartamento","Centro",2,0,0,68,1700,283,12
"5115","Casa Comercial","Campo Grande",0,0,0,220,45000,NA,NA
"5116","Apartamento","Botafogo",1,1,0,40,2000,360,25
"5117","Conjunto Comercial/Sala","Centro",0,0,0,124,3500,1594,544
"5118","Apartamento","Humaitá",3,1,0,90,2000,948,151
"5119","Apartamento","Barra da Tijuca",2,1,1,90,3200,1446,236
"5120","Prédio Inteiro","Centro",0,0,0,650,30000,NA,NA
"5121","Casa de Condomínio","Recreio dos Bandeirantes",3,2,3,168,4500,NA,NA
"5122","Conjunto Comercial/Sala","Centro",0,0,0,256,4000,4137,1010
"5123","Apartamento","Higienópolis",2,0,0,60,850,230,NA
"5124","Casa","Senador Vasconcelos",3,3,1,360,2495,NA,NA
"5125","Apartamento","Arpoador",3,3,2,370,30000,10000,NA
"5126","Casa de Condomínio","Senador Vasconcelos",2,1,0,70,900,NA,NA
"5127","Casa Comercial","Maracanã",0,4,0,800,14000,NA,1245
"5128","Apartamento","Vila Valqueire",2,1,0,90,1000,345,NA
"5129","Apartamento","Copacabana",4,1,0,180,6500,1300,300
"5130","Casa","Barra da Tijuca",5,2,3,580,4500,840,NA
"5131","Apartamento","Copacabana",4,2,2,500,30000,3200,946
"5132","Apartamento","Copacabana",5,3,2,350,7500,2710,NA
"5133","Casa","Laranjeiras",3,0,2,408,29000,850,6000
"5134","Apartamento","Botafogo",1,1,0,62,2600,650,100
"5135","Apartamento","Barra da Tijuca",2,1,1,75,1600,861,NA
"5136","Apartamento","Tijuca",2,0,0,60,1450,510,NA
"5137","Conjunto Comercial/Sala","Centro",0,0,0,648,38000,17000,3454
"5138","Apartamento","Santa Teresa",2,0,1,65,2500,850,130
"5139","Loja/Salão","Jacarepaguá",0,0,0,85,6500,NA,398
"5140","Apartamento","Tijuca",3,0,0,100,2200,600,NA
"5141","Conjunto Comercial/Sala","Botafogo",0,20,0,716,53712,22480,3058
"5142","Apartamento","Recreio dos Bandeirantes",2,1,1,75,2000,800,130
"5143","Apartamento","Copacabana",2,1,0,150,3000,1200,393
"5144","Apartamento","Engenho Novo",2,0,0,50,1200,411,7
"5145","Casa de Condomínio","Barra da Tijuca",8,7,5,1000,18000,2150,2500
"5146","Apartamento","Ipanema",2,0,2,110,12300,1500,200
"5147","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,42,1500,1300,1500
"5148","Apartamento","Barra da Tijuca",3,1,1,76,1700,800,NA
"5149","Apartamento","Barra da Tijuca",2,1,1,96,3000,1500,1500
"5150","Conjunto Comercial/Sala","Centro",0,0,0,44,800,626,139
"5151","Apartamento","Jardim Botânico",3,0,0,100,3300,730,209
"5152","Apartamento","Copacabana",4,1,1,298,5000,3080,580
"5153","Apartamento","Tijuca",2,0,0,75,1800,400,NA
"5154","Apartamento","Lagoa",2,1,1,80,3000,1044,238
"5155","Apartamento","Leblon",3,1,0,80,3500,1040,249
"5156","Apartamento","Jacarepaguá",2,1,2,63,2000,690,NA
"5157","Apartamento","Botafogo",2,1,1,90,2500,1080,187
"5158","Loja/Salão","Vila Isabel",0,0,0,219,22000,NA,991
"5159","Apartamento","Barra da Tijuca",3,2,1,130,5500,2314,789
"5160","Apartamento","Barra da Tijuca",4,2,1,103,2700,1600,134
"5161","Apartamento","Ipanema",4,2,2,350,21000,2380,525
"5162","Casa de Condomínio","Barra da Tijuca",6,3,3,521,12000,1800,1100
"5163","Apartamento","Gávea",4,2,1,186,6000,2140,450
"5164","Conjunto Comercial/Sala","Glória",0,12,0,640,30000,14800,NA
"5165","Apartamento","Vila Isabel",3,1,0,75,1600,774,NA
"5166","Apartamento","Vila Isabel",2,1,0,57,1400,840,50
"5167","Apartamento","Leblon",2,2,1,165,8500,2500,500
"5168","Apartamento","Laranjeiras",1,0,0,48,1700,490,NA
"5169","Apartamento","Ipanema",3,1,2,85,4500,1200,NA
"5170","Apartamento","Barra da Tijuca",3,2,1,104,3500,1389,NA
"5171","Conjunto Comercial/Sala","Centro",0,0,0,30,700,643,94
"5172","Apartamento","Tijuca",3,2,1,185,3600,1548,NA
"5173","Apartamento","Barra da Tijuca",3,2,1,120,3700,1700,400
"5174","Apartamento","Barra da Tijuca",2,1,1,66,2200,1073,NA
"5175","Conjunto Comercial/Sala","Centro",0,0,0,155,5425,2918,NA
"5176","Conjunto Comercial/Sala","Centro",0,0,0,330,18000,3160,449
"5177","Apartamento","Copacabana",4,1,4,240,9000,2500,NA
"5178","Apartamento","Copacabana",1,0,0,31,1200,400,NA
"5179","Apartamento","Ipanema",3,1,1,180,37000,NA,NA
"5180","Conjunto Comercial/Sala","Tijuca",0,0,0,125,5990,2500,470
"5181","Apartamento","Flamengo",3,1,1,130,4000,1128,322
"5182","Apartamento","Leme",1,0,0,45,3000,743,57
"5183","Flat","Barra da Tijuca",1,1,0,48,2200,1000,200
"5184","Conjunto Comercial/Sala","Centro",0,0,0,42,1800,1104,154
"5185","Loja/Salão","Recreio dos Bandeirantes",0,1,0,46,1200,521,105
"5186","Conjunto Comercial/Sala","Centro",0,0,0,50,2000,349,132
"5187","Apartamento","Recreio dos Bandeirantes",2,1,1,128,2800,850,2710
"5188","Conjunto Comercial/Sala","Centro",0,0,0,18,500,400,200
"5189","Apartamento","Inhaúma",2,1,0,60,750,250,NA
"5190","Apartamento","Copacabana",3,1,0,86,2200,1360,176
"5191","Apartamento","Méier",2,1,1,69,1300,686,52
"5192","Apartamento","Flamengo",3,1,1,265,5900,1300,732
"5193","Conjunto Comercial/Sala","Campo Grande",0,0,0,22,900,300,NA
"5194","Loja/Salão","Centro",0,0,0,239,22000,1430,1370
"5195","Loja/Salão","Recreio dos Bandeirantes",0,1,0,140,8000,2000,873
"5196","Apartamento","Recreio dos Bandeirantes",3,2,1,75,2200,750,175
"5197","Apartamento","Barra da Tijuca",3,2,1,129,4200,1635,395
"5198","Apartamento","Jacarepaguá",3,1,2,98,3500,600,NA
"5199","Apartamento","Recreio dos Bandeirantes",2,1,1,101,2500,660,NA
"5200","Conjunto Comercial/Sala","Tijuca",0,0,0,27,1000,410,123
"5201","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,44,1199,700,NA
"5202","Apartamento","Grajaú",3,2,1,250,2700,930,NA
"5203","Conjunto Comercial/Sala","Centro",0,0,0,370,15000,6815,1683
"5204","Apartamento","Botafogo",3,1,1,115,4000,836,1120
"5205","Prédio Inteiro","Madureira",0,3,0,494,15000,NA,7500
"5206","Apartamento","Pechincha",2,1,0,60,1150,640,NA
"5207","Casa de Condomínio","Inhaúma",2,1,0,81,1000,90,252
"5208","Apartamento","Botafogo",3,2,1,120,2900,1839,355
"5209","Apartamento","Ipanema",4,2,2,210,15000,4600,800
"5210","Conjunto Comercial/Sala","Santo Cristo",0,5,0,1400,56031,NA,NA
"5211","Apartamento","Barra da Tijuca",2,1,1,78,2500,1100,100
"5212","Apartamento","Flamengo",2,0,0,54,2700,670,NA
"5213","Conjunto Comercial/Sala","Barra da Tijuca",0,4,0,350,14000,4000,1000
"5214","Conjunto Comercial/Sala","Centro",0,0,0,30,1000,600,100
"5215","Loja/Salão","Flamengo",0,0,0,25,3000,200,NA
"5216","Apartamento","Leblon",4,0,1,170,7500,2290,5039
"5217","Apartamento","Lagoa",4,3,1,240,7500,2700,800
"5218","Apartamento","Copacabana",3,0,0,170,4000,1900,235
"5219","Conjunto Comercial/Sala","Del Castilho",0,1,0,51,2100,1350,127
"5220","Quitinete","Copacabana",1,0,0,30,2000,410,30
"5221","Casa de Condomínio","Vargem Grande",3,3,3,531,10000,1562,400
"5222","Apartamento","Barra da Tijuca",4,3,2,167,3700,1900,548
"5223","Apartamento","Ipanema",3,2,1,157,12000,3300,691
"5224","Apartamento","Botafogo",4,0,1,164,5000,2043,397
"5225","Apartamento","Flamengo",1,0,0,38,1200,505,55
"5226","Apartamento","Recreio dos Bandeirantes",3,2,3,198,1500,1571,400
"5227","Conjunto Comercial/Sala","Centro",0,0,0,88,3000,957,499
"5228","Conjunto Comercial/Sala","Centro",0,0,0,35,1500,950,80
"5229","Apartamento","Recreio dos Bandeirantes",3,1,1,102,2000,600,250
"5230","Conjunto Comercial/Sala","Barra da Tijuca",0,2,0,100,4500,900,200
